id,type,name,x,y,delivery_area,priority,max_capacity,current_load
WH_5038,Warehouse,Aqaba Warehouse 5038,32.045803,35.944821,,,200,104
WH_5039,Warehouse,Airport Road Warehouse 5039,32.012422,36.081099,,,200,87
DP_5040,DeliveryPoint,Karak Delivery 5040,32.047395,35.833711,Karak,Low,,
WH_5041,Warehouse,Madaba Warehouse 5041,31.943344,35.941205,,,200,200
DP_5042,DeliveryPoint,Hashmi Shamali Delivery 5042,31.854713,36.020101,Hashmi Shamali,High,,
WH_5043,Warehouse,Wadi Seer Warehouse 5043,31.999018,35.927734,,,500,204
WH_5044,Warehouse,Salt Warehouse 5044,32.065608,35.866495,,,1000,983
LOC_5045,General,Marj Al Hamam Location 5045,32.057975,35.856044,,,,
DP_5046,DeliveryPoint,Shafa Badran Delivery 5046,31.8621,35.963526,Shafa Badran,Low,,
DP_5047,DeliveryPoint,Deir Ghbar Delivery 5047,31.961833,35.994198,Deir Ghbar,High,,
DP_5048,DeliveryPoint,Madaba Delivery 5048,32.010408,35.81775,Madaba,High,,
LOC_5049,General,Wadi Seer Location 5049,31.906731,35.901057,,,,
LOC_5050,General,Wehdat Location 5050,31.975932,35.829749,,,,
LOC_5051,General,Aqaba Location 5051,32.068234,35.887107,,,,
LOC_5052,General,Mecca Street Location 5052,32.004333,35.965103,,,,
LOC_5053,General,Karak Location 5053,31.910089,36.094508,,,,
LOC_5054,General,Jabal Amman Location 5054,31.991938,36.053158,,,,
WH_5055,Warehouse,Wehdat Warehouse 5055,31.851904,36.039678,,,200,43
DP_5056,DeliveryPoint,Jabal Amman Delivery 5056,31.968347,35.912685,Jabal Amman,High,,
WH_5057,Warehouse,Hashmi Shamali Warehouse 5057,32.041425,35.800163,,,100,58
DP_5058,DeliveryPoint,Mafraq Delivery 5058,31.990507,35.906939,Mafraq,Low,,
DP_5059,DeliveryPoint,Salt Delivery 5059,31.918071,35.957096,Salt,Low,,
WH_5060,Warehouse,Wehdat Warehouse 5060,32.093907,35.886422,,,1000,820
WH_5061,Warehouse,Hashmi Shamali Warehouse 5061,32.000767,35.849338,,,500,419
LOC_5062,General,Aqaba Location 5062,31.939323,35.972422,,,,
WH_5063,Warehouse,Shafa Badran Warehouse 5063,32.029696,35.854477,,,100,96
LOC_5064,General,Zarqa Location 5064,32.059822,35.867022,,,,
WH_5065,Warehouse,Hashmi Shamali Warehouse 5065,32.009896,35.936311,,,100,87
LOC_5066,General,Khalda Location 5066,32.085507,35.942892,,,,
LOC_5067,General,Jerash Location 5067,31.956263,35.949039,,,,
LOC_5068,General,Tla Al Ali Location 5068,31.875873,35.836996,,,,
DP_5069,DeliveryPoint,Ramtha Delivery 5069,31.908757,35.909529,Ramtha,Medium,,
LOC_5070,General,Yajouz Location 5070,32.057554,35.952968,,,,
WH_5071,Warehouse,Marj Al Hamam Warehouse 5071,31.908276,35.96405,,,200,52
WH_5072,Warehouse,Amman Warehouse 5072,31.984534,36.040689,,,100,81
WH_5073,Warehouse,Marka Warehouse 5073,32.037329,35.997492,,,1000,872
WH_5074,Warehouse,Ajloun Warehouse 5074,31.994523,35.823163,,,100,82
DP_5075,DeliveryPoint,Karak Delivery 5075,31.999258,35.826566,Karak,High,,
WH_5076,Warehouse,Mecca Street Warehouse 5076,31.967716,36.004871,,,200,101
DP_5077,DeliveryPoint,Um Uthaina Delivery 5077,31.94561,35.911152,Um Uthaina,High,,
WH_5078,Warehouse,Salt Warehouse 5078,31.927029,35.915025,,,200,134
LOC_5079,General,Deir Ghbar Location 5079,31.923188,35.988304,,,,
LOC_5080,General,Mecca Street Location 5080,31.993342,35.96312,,,,
DP_5081,DeliveryPoint,Jerash Delivery 5081,32.005415,35.851178,Jerash,High,,
DP_5082,DeliveryPoint,Tla Al Ali Delivery 5082,32.040841,36.096423,Tla Al Ali,Low,,
LOC_5083,General,Abdoun Location 5083,32.04557,36.079665,,,,
LOC_5084,General,Tabarbour Location 5084,31.867514,36.055822,,,,
LOC_5085,General,Karak Location 5085,31.850621,35.808567,,,,
LOC_5086,General,Jabal Hussein Location 5086,32.045758,35.853701,,,,
WH_5087,Warehouse,Tla Al Ali Warehouse 5087,31.993991,35.866246,,,200,162
LOC_5088,General,Ajloun Location 5088,31.945353,35.948895,,,,
WH_5089,Warehouse,Amman Warehouse 5089,32.027125,35.945124,,,100,8
LOC_5090,General,Ramtha Location 5090,32.085835,35.840925,,,,
LOC_5091,General,Khalda Location 5091,31.853021,36.012017,,,,
LOC_5092,General,Russeifa Location 5092,32.076485,35.870893,,,,
DP_5093,DeliveryPoint,Deir Ghbar Delivery 5093,31.992749,35.91004,Deir Ghbar,Low,,
WH_5094,Warehouse,Rabia Warehouse 5094,31.929671,35.89295,,,100,35
WH_5095,Warehouse,Marj Al Hamam Warehouse 5095,32.062212,35.987922,,,1000,410
LOC_5096,General,Zarqa Location 5096,32.041384,36.010141,,,,
DP_5097,DeliveryPoint,Ramtha Delivery 5097,31.986839,35.821739,Ramtha,Low,,
LOC_5098,General,Irbid Location 5098,32.050557,36.02175,,,,
WH_5099,Warehouse,Jerash Warehouse 5099,31.902238,36.00697,,,1000,846
DP_5100,DeliveryPoint,Mafraq Delivery 5100,31.93002,35.937529,Mafraq,High,,
WH_5101,Warehouse,Rabia Warehouse 5101,31.974659,36.083795,,,200,46
WH_5102,Warehouse,Karak Warehouse 5102,32.090339,36.004971,,,1000,623
WH_5103,Warehouse,Jabal Amman Warehouse 5103,31.898142,36.020439,,,100,65
WH_5104,Warehouse,Ramtha Warehouse 5104,31.930767,36.083885,,,100,36
LOC_5105,General,Madaba Location 5105,32.007201,35.986193,,,,
WH_5106,Warehouse,Abdoun Warehouse 5106,32.019979,35.995992,,,1000,512
LOC_5107,General,Ajloun Location 5107,32.039407,35.977446,,,,
LOC_5108,General,Tabarbour Location 5108,31.906522,36.08043,,,,
DP_5109,DeliveryPoint,Wehdat Delivery 5109,31.88361,35.927449,Wehdat,Medium,,
DP_5110,DeliveryPoint,Shafa Badran Delivery 5110,31.901665,36.021182,Shafa Badran,Medium,,
DP_5111,DeliveryPoint,Marka Delivery 5111,31.969042,35.969929,Marka,High,,
WH_5112,Warehouse,Wadi Seer Warehouse 5112,31.924489,36.006291,,,500,192
DP_5113,DeliveryPoint,Ramtha Delivery 5113,31.9327,35.997545,Ramtha,Low,,
LOC_5114,General,Dabouq Location 5114,32.095657,36.011053,,,,
LOC_5115,General,Gardens Location 5115,31.91888,36.099367,,,,
WH_5116,Warehouse,Abdoun Warehouse 5116,31.886189,35.87116,,,200,15
LOC_5117,General,Fuheis Location 5117,32.010709,36.091179,,,,
WH_5118,Warehouse,Deir Ghbar Warehouse 5118,31.985278,36.020864,,,200,196
DP_5119,DeliveryPoint,Aqaba Delivery 5119,31.86631,36.096062,Aqaba,Medium,,
DP_5120,DeliveryPoint,Jerash Delivery 5120,32.096744,35.944255,Jerash,High,,
WH_5121,Warehouse,Airport Road Warehouse 5121,32.097986,35.924813,,,1000,577
WH_5122,Warehouse,Madaba Warehouse 5122,31.960098,35.933532,,,100,38
LOC_5123,General,Sahab Location 5123,32.013681,35.990201,,,,
WH_5124,Warehouse,Tafilah Warehouse 5124,31.902522,35.890519,,,1000,849
WH_5125,Warehouse,Sahab Warehouse 5125,31.879125,35.876194,,,100,70
WH_5126,Warehouse,Tabarbour Warehouse 5126,31.886178,35.948258,,,1000,613
DP_5127,DeliveryPoint,Salt Delivery 5127,31.949524,36.054284,Salt,Low,,
DP_5128,DeliveryPoint,Dabouq Delivery 5128,31.982768,35.994334,Dabouq,Medium,,
DP_5129,DeliveryPoint,Jubeiha Delivery 5129,31.863938,35.97994,Jubeiha,Low,,
WH_5130,Warehouse,Deir Ghbar Warehouse 5130,32.082133,36.019709,,,1000,17
LOC_5131,General,Deir Ghbar Location 5131,31.999301,36.028896,,,,
DP_5132,DeliveryPoint,Abdali Delivery 5132,31.912333,35.859451,Abdali,Medium,,
DP_5133,DeliveryPoint,Mecca Street Delivery 5133,32.046394,35.82832,Mecca Street,High,,
LOC_5134,General,Jerash Location 5134,32.012647,36.078635,,,,
WH_5135,Warehouse,Khalda Warehouse 5135,32.065837,36.019227,,,200,69
LOC_5136,General,Sweileh Location 5136,32.097174,35.847447,,,,
DP_5137,DeliveryPoint,Airport Road Delivery 5137,32.054415,35.89135,Airport Road,Low,,
LOC_5138,General,Irbid Location 5138,32.065262,36.09445,,,,
LOC_5139,General,Na ur Location 5139,31.874478,35.852063,,,,
DP_5140,DeliveryPoint,Na ur Delivery 5140,32.07056,35.943083,Na ur,Medium,,
DP_5141,DeliveryPoint,Jabal Hussein Delivery 5141,32.039245,36.094394,Jabal Hussein,High,,
WH_5142,Warehouse,Marj Al Hamam Warehouse 5142,32.030251,35.812756,,,100,48
WH_5143,Warehouse,Amman Warehouse 5143,31.979021,36.005191,,,500,276
WH_5144,Warehouse,Tla Al Ali Warehouse 5144,32.093931,36.053189,,,1000,267
WH_5145,Warehouse,Mecca Street Warehouse 5145,31.870795,36.028278,,,100,60
DP_5146,DeliveryPoint,Wadi Seer Delivery 5146,32.027271,35.92914,Wadi Seer,Low,,
WH_5147,Warehouse,Jabal Hussein Warehouse 5147,31.927489,35.999711,,,500,185
DP_5148,DeliveryPoint,Abdoun Delivery 5148,31.920308,36.051604,Abdoun,Medium,,
DP_5149,DeliveryPoint,Aqaba Delivery 5149,32.089213,35.857764,Aqaba,High,,
DP_5150,DeliveryPoint,Wadi Seer Delivery 5150,31.85973,36.079093,Wadi Seer,High,,
WH_5151,Warehouse,Rabia Warehouse 5151,32.054591,36.075818,,,500,113
WH_5152,Warehouse,Ajloun Warehouse 5152,32.042417,35.868765,,,1000,171
WH_5153,Warehouse,Zarqa Warehouse 5153,31.935862,35.884833,,,500,38
WH_5154,Warehouse,Sahab Warehouse 5154,32.010509,36.094006,,,200,169
DP_5155,DeliveryPoint,Amman Delivery 5155,32.026815,35.818313,Amman,Medium,,
WH_5156,Warehouse,Jubeiha Warehouse 5156,32.025443,35.956383,,,200,200
WH_5157,Warehouse,Khalda Warehouse 5157,31.988973,35.868809,,,1000,504
WH_5158,Warehouse,Yajouz Warehouse 5158,31.882247,35.852289,,,200,77
LOC_5159,General,Tafilah Location 5159,31.980974,36.075702,,,,
LOC_5160,General,Jerash Location 5160,31.86731,35.842817,,,,
LOC_5161,General,Jabal Amman Location 5161,32.084504,35.953926,,,,
DP_5162,DeliveryPoint,Amman Delivery 5162,31.859784,36.098122,Amman,Medium,,
LOC_5163,General,Sweileh Location 5163,31.956563,35.907546,,,,
DP_5164,DeliveryPoint,Jabal Amman Delivery 5164,31.919426,36.071674,Jabal Amman,Medium,,
LOC_5165,General,Fuheis Location 5165,32.089893,36.003111,,,,
DP_5166,DeliveryPoint,Hashmi Shamali Delivery 5166,31.867486,36.08159,Hashmi Shamali,Low,,
WH_5167,Warehouse,Sweileh Warehouse 5167,31.960911,35.898612,,,1000,624
WH_5168,Warehouse,Um Uthaina Warehouse 5168,32.043233,35.921477,,,200,152
WH_5169,Warehouse,Amman Warehouse 5169,31.920647,35.971198,,,500,259
LOC_5170,General,Sweileh Location 5170,32.091543,36.010785,,,,
DP_5171,DeliveryPoint,Abdoun Delivery 5171,31.919079,35.96627,Abdoun,High,,
WH_5172,Warehouse,Jubeiha Warehouse 5172,31.983229,35.811973,,,500,35
WH_5173,Warehouse,Shafa Badran Warehouse 5173,31.995687,36.029557,,,1000,515
DP_5174,DeliveryPoint,Sweileh Delivery 5174,31.982395,35.878184,Sweileh,Low,,
LOC_5175,General,Shafa Badran Location 5175,31.879274,35.843968,,,,
WH_5176,Warehouse,Jubeiha Warehouse 5176,32.01903,35.938191,,,100,30
WH_5177,Warehouse,Jabal Hussein Warehouse 5177,32.018849,36.056998,,,100,14
LOC_5178,General,Hashmi Shamali Location 5178,31.91092,35.958476,,,,
DP_5179,DeliveryPoint,Tla Al Ali Delivery 5179,32.013896,35.949823,Tla Al Ali,Medium,,
WH_5180,Warehouse,Jerash Warehouse 5180,31.939323,35.909305,,,200,34
WH_5181,Warehouse,Jabal Hussein Warehouse 5181,31.894186,35.820502,,,200,162
WH_5182,Warehouse,Jabal Hussein Warehouse 5182,31.874552,35.939058,,,200,176
LOC_5183,General,Shafa Badran Location 5183,32.041307,35.810689,,,,
WH_5184,Warehouse,Rabia Warehouse 5184,31.864111,36.029143,,,200,124
LOC_5185,General,Um Uthaina Location 5185,31.872786,36.072977,,,,
WH_5186,Warehouse,Deir Ghbar Warehouse 5186,31.858823,35.908799,,,1000,895
LOC_5187,General,Gardens Location 5187,31.966424,35.833228,,,,
LOC_5188,General,Shafa Badran Location 5188,31.88239,36.036689,,,,
DP_5189,DeliveryPoint,Mafraq Delivery 5189,32.077021,35.847823,Mafraq,Medium,,
DP_5190,DeliveryPoint,Marj Al Hamam Delivery 5190,31.992336,36.055491,Marj Al Hamam,High,,
LOC_5191,General,Jubeiha Location 5191,32.088722,35.829767,,,,
DP_5192,DeliveryPoint,Mafraq Delivery 5192,31.962784,35.88252,Mafraq,Medium,,
DP_5193,DeliveryPoint,Salt Delivery 5193,31.975863,35.848493,Salt,High,,
DP_5194,DeliveryPoint,Salt Delivery 5194,31.901603,35.931964,Salt,Low,,
DP_5195,DeliveryPoint,Ajloun Delivery 5195,31.932502,35.935346,Ajloun,Low,,
DP_5196,DeliveryPoint,Mafraq Delivery 5196,32.027642,35.886831,Mafraq,Low,,
DP_5197,DeliveryPoint,Irbid Delivery 5197,31.892922,35.994548,Irbid,High,,
LOC_5198,General,Mecca Street Location 5198,31.937153,36.08772,,,,
DP_5199,DeliveryPoint,Rabia Delivery 5199,32.023742,35.868157,Rabia,Low,,
LOC_5200,General,Rabia Location 5200,32.052798,35.931418,,,,
WH_5201,Warehouse,Karak Warehouse 5201,31.915776,35.881607,,,500,473
LOC_5202,General,Mecca Street Location 5202,31.853494,35.892394,,,,
LOC_5203,General,Hashmi Shamali Location 5203,32.06344,35.932691,,,,
DP_5204,DeliveryPoint,Marj Al Hamam Delivery 5204,31.917617,35.807851,Marj Al Hamam,High,,
DP_5205,DeliveryPoint,Hashmi Shamali Delivery 5205,31.91575,35.953459,Hashmi Shamali,Low,,
DP_5206,DeliveryPoint,Jabal Amman Delivery 5206,32.007747,36.016502,Jabal Amman,High,,
DP_5207,DeliveryPoint,Hashmi Shamali Delivery 5207,31.881909,36.065369,Hashmi Shamali,High,,
LOC_5208,General,Abu Nsair Location 5208,31.857979,35.854174,,,,
LOC_5209,General,Madaba Location 5209,31.965969,36.085215,,,,
DP_5210,DeliveryPoint,Amman Delivery 5210,31.948766,36.058166,Amman,Low,,
WH_5211,Warehouse,Jabal Hussein Warehouse 5211,32.014621,35.893522,,,500,29
LOC_5212,General,Sahab Location 5212,31.990546,36.07127,,,,
LOC_5213,General,Karak Location 5213,32.031991,35.800136,,,,
DP_5214,DeliveryPoint,Mecca Street Delivery 5214,31.961113,35.874512,Mecca Street,Low,,
DP_5215,DeliveryPoint,Wadi Seer Delivery 5215,32.043185,35.90313,Wadi Seer,Medium,,
WH_5216,Warehouse,Wadi Seer Warehouse 5216,31.881857,36.038247,,,100,49
WH_5217,Warehouse,Abu Nsair Warehouse 5217,31.874073,35.883344,,,500,238
LOC_5218,General,Airport Road Location 5218,31.858295,35.893553,,,,
LOC_5219,General,Aqaba Location 5219,32.048513,36.08264,,,,
LOC_5220,General,Marka Location 5220,31.988003,36.04436,,,,
LOC_5221,General,Wadi Seer Location 5221,31.911104,36.056971,,,,
WH_5222,Warehouse,Tafilah Warehouse 5222,31.983239,35.887291,,,100,2
DP_5223,DeliveryPoint,Hashmi Shamali Delivery 5223,32.083458,36.019992,Hashmi Shamali,Medium,,
LOC_5224,General,Aqaba Location 5224,32.02969,35.916281,,,,
DP_5225,DeliveryPoint,Fuheis Delivery 5225,32.07728,35.800541,Fuheis,High,,
WH_5226,Warehouse,Abdoun Warehouse 5226,31.871515,35.800828,,,200,2
DP_5227,DeliveryPoint,Na ur Delivery 5227,31.896165,35.896239,Na ur,Medium,,
DP_5228,DeliveryPoint,Um Uthaina Delivery 5228,31.924405,36.010649,Um Uthaina,High,,
WH_5229,Warehouse,Marka Warehouse 5229,31.9208,35.988941,,,500,432
LOC_5230,General,Dabouq Location 5230,31.963643,35.974073,,,,
WH_5231,Warehouse,Mafraq Warehouse 5231,31.934068,36.085244,,,1000,11
DP_5232,DeliveryPoint,Khalda Delivery 5232,31.938524,35.800962,Khalda,Medium,,
DP_5233,DeliveryPoint,Jabal Amman Delivery 5233,31.876641,35.918653,Jabal Amman,Medium,,
WH_5234,Warehouse,Jabal Amman Warehouse 5234,32.024302,35.855394,,,500,72
DP_5235,DeliveryPoint,Sweileh Delivery 5235,31.923766,35.994999,Sweileh,High,,
DP_5236,DeliveryPoint,Dabouq Delivery 5236,31.953255,35.851648,Dabouq,High,,
LOC_5237,General,Tafilah Location 5237,32.094995,35.973309,,,,
DP_5238,DeliveryPoint,Fuheis Delivery 5238,32.051239,36.072858,Fuheis,Low,,
LOC_5239,General,Wehdat Location 5239,31.935086,35.95571,,,,
DP_5240,DeliveryPoint,Khalda Delivery 5240,32.020719,36.006511,Khalda,High,,
WH_5241,Warehouse,Dabouq Warehouse 5241,31.910508,35.921458,,,100,34
WH_5242,Warehouse,Fuheis Warehouse 5242,32.051936,36.014495,,,100,11
WH_5243,Warehouse,Ajloun Warehouse 5243,31.933989,35.96742,,,500,453
DP_5244,DeliveryPoint,Abdali Delivery 5244,31.934184,35.902101,Abdali,Low,,
LOC_5245,General,Wadi Seer Location 5245,32.067173,36.023858,,,,
LOC_5246,General,Mecca Street Location 5246,31.882694,35.864912,,,,
WH_5247,Warehouse,Wadi Seer Warehouse 5247,32.052334,35.812524,,,1000,717
DP_5248,DeliveryPoint,Wadi Seer Delivery 5248,32.084289,36.019118,Wadi Seer,Medium,,
DP_5249,DeliveryPoint,Fuheis Delivery 5249,31.857274,35.853174,Fuheis,High,,
WH_5250,Warehouse,Deir Ghbar Warehouse 5250,31.940002,35.9773,,,100,40
DP_5251,DeliveryPoint,Wadi Seer Delivery 5251,32.006948,36.035929,Wadi Seer,High,,
WH_5252,Warehouse,Mecca Street Warehouse 5252,31.962034,35.943132,,,1000,651
WH_5253,Warehouse,Abdoun Warehouse 5253,31.930202,35.845414,,,500,14
DP_5254,DeliveryPoint,Jabal Hussein Delivery 5254,32.034509,36.035699,Jabal Hussein,Medium,,
WH_5255,Warehouse,Ramtha Warehouse 5255,31.889777,35.815796,,,200,69
WH_5256,Warehouse,Yajouz Warehouse 5256,31.870059,36.05919,,,1000,302
DP_5257,DeliveryPoint,Abdali Delivery 5257,31.919478,35.853507,Abdali,Low,,
LOC_5258,General,Khalda Location 5258,32.045831,35.921116,,,,
WH_5259,Warehouse,Shafa Badran Warehouse 5259,31.909059,36.093057,,,500,174
DP_5260,DeliveryPoint,Aqaba Delivery 5260,32.008596,35.833536,Aqaba,Medium,,
LOC_5261,General,Fuheis Location 5261,32.021812,35.939966,,,,
DP_5262,DeliveryPoint,Abdali Delivery 5262,31.853961,36.033942,Abdali,High,,
WH_5263,Warehouse,Marj Al Hamam Warehouse 5263,32.044604,36.038049,,,200,94
DP_5264,DeliveryPoint,Irbid Delivery 5264,31.895491,35.965299,Irbid,Medium,,
LOC_5265,General,Deir Ghbar Location 5265,32.04726,35.881554,,,,
DP_5266,DeliveryPoint,Marka Delivery 5266,31.880886,35.930409,Marka,Medium,,
DP_5267,DeliveryPoint,Dabouq Delivery 5267,31.971981,35.944776,Dabouq,Low,,
WH_5268,Warehouse,Marka Warehouse 5268,31.910474,35.857872,,,1000,716
WH_5269,Warehouse,Jerash Warehouse 5269,31.861285,35.845916,,,100,97
DP_5270,DeliveryPoint,Tafilah Delivery 5270,32.086833,35.977337,Tafilah,Medium,,
DP_5271,DeliveryPoint,Um Uthaina Delivery 5271,32.032062,35.891727,Um Uthaina,Medium,,
LOC_5272,General,Russeifa Location 5272,32.043105,36.027306,,,,
LOC_5273,General,Russeifa Location 5273,31.937137,35.904924,,,,
WH_5274,Warehouse,Fuheis Warehouse 5274,32.038004,36.09903,,,100,46
WH_5275,Warehouse,Amman Warehouse 5275,31.997454,35.928848,,,200,61
WH_5276,Warehouse,Karak Warehouse 5276,31.88431,35.942913,,,100,45
DP_5277,DeliveryPoint,Jabal Hussein Delivery 5277,31.905664,35.907433,Jabal Hussein,High,,
LOC_5278,General,Abdali Location 5278,32.095889,35.908571,,,,
WH_5279,Warehouse,Shafa Badran Warehouse 5279,31.954509,36.016372,,,100,56
LOC_5280,General,Sahab Location 5280,32.02594,35.812015,,,,
WH_5281,Warehouse,Marka Warehouse 5281,32.069869,36.061181,,,200,39
WH_5282,Warehouse,Shafa Badran Warehouse 5282,31.937448,36.099287,,,500,263
DP_5283,DeliveryPoint,Tla Al Ali Delivery 5283,31.922939,35.824501,Tla Al Ali,Medium,,
LOC_5284,General,Tla Al Ali Location 5284,31.983445,35.875934,,,,
WH_5285,Warehouse,Tafilah Warehouse 5285,31.879561,35.952191,,,1000,493
WH_5286,Warehouse,Tla Al Ali Warehouse 5286,31.921914,35.911087,,,100,77
LOC_5287,General,Madaba Location 5287,32.093976,35.802393,,,,
DP_5288,DeliveryPoint,Mafraq Delivery 5288,31.989827,35.835063,Mafraq,Medium,,
LOC_5289,General,Amman Location 5289,31.854278,35.90099,,,,
DP_5290,DeliveryPoint,Jabal Amman Delivery 5290,32.008873,36.009848,Jabal Amman,Low,,
DP_5291,DeliveryPoint,Airport Road Delivery 5291,32.075538,35.825114,Airport Road,Low,,
LOC_5292,General,Amman Location 5292,31.866313,36.006935,,,,
LOC_5293,General,Abdali Location 5293,32.032893,36.09739,,,,
WH_5294,Warehouse,Jubeiha Warehouse 5294,31.897864,35.943104,,,100,13
WH_5295,Warehouse,Karak Warehouse 5295,31.9079,35.822668,,,1000,827
WH_5296,Warehouse,Jabal Hussein Warehouse 5296,31.961532,36.049452,,,1000,993
DP_5297,DeliveryPoint,Abu Nsair Delivery 5297,31.93385,35.977817,Abu Nsair,Low,,
LOC_5298,General,Abdali Location 5298,32.079769,35.828174,,,,
LOC_5299,General,Abdali Location 5299,31.894734,35.934537,,,,
WH_5300,Warehouse,Gardens Warehouse 5300,31.9039,35.997929,,,1000,926
DP_5301,DeliveryPoint,Abdoun Delivery 5301,32.029702,36.087843,Abdoun,Low,,
WH_5302,Warehouse,Rabia Warehouse 5302,31.999973,35.877302,,,500,363
DP_5303,DeliveryPoint,Tla Al Ali Delivery 5303,32.003203,35.835368,Tla Al Ali,Low,,
DP_5304,DeliveryPoint,Jabal Hussein Delivery 5304,31.886459,36.012581,Jabal Hussein,Medium,,
DP_5305,DeliveryPoint,Khalda Delivery 5305,31.877132,35.940166,Khalda,High,,
LOC_5306,General,Jabal Amman Location 5306,32.035935,36.045168,,,,
WH_5307,Warehouse,Tla Al Ali Warehouse 5307,31.867774,36.038919,,,1000,830
DP_5308,DeliveryPoint,Marj Al Hamam Delivery 5308,31.895565,36.061269,Marj Al Hamam,High,,
WH_5309,Warehouse,Tabarbour Warehouse 5309,32.0871,36.004623,,,1000,258
WH_5310,Warehouse,Rabia Warehouse 5310,32.061925,35.967331,,,500,308
LOC_5311,General,Um Uthaina Location 5311,32.002131,35.914136,,,,
WH_5312,Warehouse,Jabal Hussein Warehouse 5312,31.969474,35.973899,,,100,69
DP_5313,DeliveryPoint,Jabal Hussein Delivery 5313,31.893763,36.080651,Jabal Hussein,Low,,
WH_5314,Warehouse,Marj Al Hamam Warehouse 5314,32.017625,36.095848,,,500,359
WH_5315,Warehouse,Ramtha Warehouse 5315,32.002525,35.880653,,,500,470
LOC_5316,General,Airport Road Location 5316,31.88093,35.816563,,,,
WH_5317,Warehouse,Tla Al Ali Warehouse 5317,31.970726,36.050955,,,500,155
LOC_5318,General,Rabia Location 5318,31.860926,36.008342,,,,
LOC_5319,General,Mafraq Location 5319,32.010328,36.088812,,,,
LOC_5320,General,Tafilah Location 5320,31.946818,35.835551,,,,
LOC_5321,General,Abu Nsair Location 5321,32.039085,35.973641,,,,
WH_5322,Warehouse,Wehdat Warehouse 5322,31.920277,36.089214,,,1000,51
LOC_5323,General,Marj Al Hamam Location 5323,31.862632,36.042147,,,,
LOC_5324,General,Mafraq Location 5324,31.998427,35.957211,,,,
LOC_5325,General,Wadi Seer Location 5325,32.016905,36.088966,,,,
DP_5326,DeliveryPoint,Amman Delivery 5326,31.928621,35.967425,Amman,Medium,,
DP_5327,DeliveryPoint,Khalda Delivery 5327,31.941622,35.859293,Khalda,Medium,,
LOC_5328,General,Ramtha Location 5328,31.8501,36.050467,,,,
WH_5329,Warehouse,Mafraq Warehouse 5329,32.044975,35.927848,,,100,12
WH_5330,Warehouse,Madaba Warehouse 5330,32.018331,35.987214,,,200,132
LOC_5331,General,Irbid Location 5331,31.872545,35.958574,,,,
WH_5332,Warehouse,Jabal Amman Warehouse 5332,32.021279,36.091051,,,200,160
WH_5333,Warehouse,Jubeiha Warehouse 5333,31.929995,35.906215,,,500,83
LOC_5334,General,Ajloun Location 5334,31.92908,35.879161,,,,
DP_5335,DeliveryPoint,Dabouq Delivery 5335,32.001795,36.0822,Dabouq,High,,
LOC_5336,General,Ajloun Location 5336,31.940434,35.864402,,,,
WH_5337,Warehouse,Salt Warehouse 5337,32.010983,35.894362,,,200,140
DP_5338,DeliveryPoint,Abu Nsair Delivery 5338,32.01728,36.040721,Abu Nsair,Low,,
WH_5339,Warehouse,Rabia Warehouse 5339,31.921445,35.83255,,,100,18
DP_5340,DeliveryPoint,Hashmi Shamali Delivery 5340,31.939799,36.085088,Hashmi Shamali,High,,
LOC_5341,General,Yajouz Location 5341,32.089192,35.93228,,,,
LOC_5342,General,Rabia Location 5342,31.869509,36.011116,,,,
LOC_5343,General,Marj Al Hamam Location 5343,32.027071,35.894415,,,,
WH_5344,Warehouse,Tabarbour Warehouse 5344,32.082776,35.818577,,,500,218
LOC_5345,General,Jerash Location 5345,32.06106,35.870496,,,,
DP_5346,DeliveryPoint,Jabal Hussein Delivery 5346,31.944869,35.815147,Jabal Hussein,High,,
DP_5347,DeliveryPoint,Rabia Delivery 5347,31.892029,35.848079,Rabia,Medium,,
DP_5348,DeliveryPoint,Mecca Street Delivery 5348,31.878744,35.982095,Mecca Street,Medium,,
WH_5349,Warehouse,Irbid Warehouse 5349,32.055907,35.881753,,,100,58
WH_5350,Warehouse,Madaba Warehouse 5350,31.87548,36.001857,,,200,48
DP_5351,DeliveryPoint,Rabia Delivery 5351,31.960197,36.028602,Rabia,Low,,
LOC_5352,General,Rabia Location 5352,32.048656,35.922293,,,,
LOC_5353,General,Mafraq Location 5353,31.986303,36.032089,,,,
LOC_5354,General,Na ur Location 5354,31.885949,35.983359,,,,
DP_5355,DeliveryPoint,Fuheis Delivery 5355,32.006988,36.0552,Fuheis,Medium,,
LOC_5356,General,Khalda Location 5356,31.936658,35.918948,,,,
DP_5357,DeliveryPoint,Abdali Delivery 5357,31.860697,36.09028,Abdali,High,,
DP_5358,DeliveryPoint,Fuheis Delivery 5358,31.958279,36.021455,Fuheis,High,,
LOC_5359,General,Abdali Location 5359,31.906427,36.020332,,,,
DP_5360,DeliveryPoint,Yajouz Delivery 5360,31.971018,36.05058,Yajouz,Low,,
LOC_5361,General,Yajouz Location 5361,31.916454,35.944842,,,,
DP_5362,DeliveryPoint,Irbid Delivery 5362,32.006401,35.905158,Irbid,Medium,,
DP_5363,DeliveryPoint,Amman Delivery 5363,32.080695,35.834644,Amman,High,,
LOC_5364,General,Jabal Hussein Location 5364,32.072375,35.923858,,,,
LOC_5365,General,Russeifa Location 5365,32.012892,35.835286,,,,
WH_5366,Warehouse,Khalda Warehouse 5366,31.922643,35.969075,,,200,84
